Item ID,Name,Description,Image,Category,Vendor,Purchase Cost,Sale Price,Location,Stock,Minimum Inventory,¿Discontinued?,UOM
MTTO-0964,"BASE PARA MANGUERA CORRUGADA 3/4""",BASE PARA MANGUERA 3/4,,,,,,7066317f,0,1,FALSE,PIEZAS
MTTO-0965,"CONDULET TIPO LR 3/4""","CONDULET TIPO LR 3/4""",Items_Images/MTTO-0965.Image.164550.jpg,CAT006,,,,LOC0061,0,1,FALSE,PIEZAS
MTTO-0966,"CONDULET TIPO LB 3/4""","CONDULET TIPO LB 3/4""",Items_Images/MTTO-0966.Image.164807.jpg,CAT006,,,,LOC0061,4,1,FALSE,PIEZAS
MTTO-0967,"CONDULET TIPO C 1""","CONDULET TIPO C 1""",Items_Images/MTTO-0967.Image.164957.jpg,CAT006,,,,LOC0061,3,1,FALSE,PIEZAS
MTTO-0968,"CONDULET TIPO LB 2""","CONDULET TIPO LB 2""",Items_Images/MTTO-0968.Image.165126.jpg,CAT006,,,,LOC0061,1,1,FALSE,PIEZAS
MTTO-0969,"CONDULET TIPO LL 1""",CONECTOR COPLE,Items_Images/MTTO-0969.Image.193259.png,CAT006,,,,LOC0061,0,1,FALSE,PIEZAS
MTTO-0970,"CONECTOR PARA TUBO CONDUIT 1/2""",CONECTOR PARA TUBO,Items_Images/MTTO-0970.Image.210253.png,CAT006,,,,e3c7b211,19,1,FALSE,PIEZAS
MTTO-0971,"CONECTOR PARA TUBO CONDUIT 2""",CONECTOR PARA TUBO,Items_Images/MTTO-0971.Image.205928.png,CAT006,,,,LOC0061,20,1,FALSE,PIEZAS
MTTO-0972,"CONECTOR PARA TUBO CONDUIT 1-1/2""",CONECTOR PARA TUBO,Items_Images/MTTO-0972.Image.205817.png,CAT006,,,,LOC0061,3,1,FALSE,PIEZAS
MTTO-0973,"CONECTOR PARA TUBO CONDUIT 3/4""",CONECTOR PARA TUBO,Items_Images/MTTO-0973.Image.204914.jpg,CAT006,,,,e3c7b211,25,1,FALSE,PIEZAS
MTTO-0974,"CODO CONDUIT  90° DE 3/4""",CODO 3/4,Items_Images/MTTO-0974.Image.153423.png,CAT006,,,,LOC0061,7,1,FALSE,PIEZAS
MTTO-0975,CAJA LB CUADRADA,CAJA LB CUADRADA,Items_Images/MTTO-0975.Image.184803.jpg,CAT006,,,,LOC0061,10,1,FALSE,PIEZAS
MTTO-0976,CAJA LB RECTANGULAR,CAJA LB RECTANGULAR,Items_Images/MTTO-0976.Image.185511.jpg,CAT006,,,,LOC0061,5,1,FALSE,PIEZAS
MTTO-0977,"CODO CONDUIT  90° DE 1""",CODO 1”,Items_Images/MTTO-0977.Image.190140.jpg,CAT006,,,,LOC0061,2,1,FALSE,PIEZAS
MTTO-0978,CANDADO DE SEGURIDAD CON LLAVE PARA LAPTOP,CANDADO PARA LAPTOP,Items_Images/MTTO-0978.Image.154219.png,CAT002,955f69ca,,,LOC0077,1,1,FALSE,PIEZAS
MTTO-0979,SERVOMOTOR INOVANCE MS1H-20B30CB,MOTOR PARA PIGMENTADOR DE L5,Items_Images/MTTO-0979.Image.155845.jpg,CAT003,ab7dd31c,,,LOC0005,1,1,FALSE,PIEZAS
MTTO-0980,"CHUMACERA DE PARED UCFC 212, ID 60MM",CHUMACERA PARA RODILLO CROMADO JALADOR DE L4.,Items_Images/MTTO-0980.Image.013431.png,CAT009,,,,LOC0023,0,1,FALSE,PIEZAS
MTTO-0981,SOBRE TAPA CONDUIT PVC,TAPA CONDUIT,Items_Images/MTTO-0981.Image.211018.png,CAT006,PROV001,,,92bd79f5,5,1,FALSE,PIEZAS
MTTO-0982,"COPLE CONDUIT DE PARED DELGADA 1/2""",CONECTOR COPLE,Items_Images/MTTO-0982.Image.210444.png,CAT006,,,,e3c7b211,48,2,FALSE,PIEZAS
MTTO-0983,"COPLE CONDUIT DE PARED 1""",CONECTOR COPLE,Items_Images/MTTO-0983.Image.205909.png,CAT006,PROV001,,,e3c7b211,0,1,FALSE,PIEZAS
MTTO-0984,"COPLE CONDUIT DE PARED DELGADA 3/4""",CONECTOR COPLE,Items_Images/MTTO-0984.Image.204531.jpg,CAT006,,,,e3c7b211,34,2,FALSE,PIEZAS
MTTO-0985,"CONECTOR USO RUDO PARA CABLE 1""",CONECTOR USO GENERAL,Items_Images/MTTO-0985.Image.214842.png,CAT003,,,,LOC0051,2,1,FALSE,PIEZAS
MTTO-0986,"REDUCTOR DE BRONCE DE 1/2"" A 1/4""",,Items_Images/MTTO-0986.Image.141604.png,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-0987,"CONECTOR DE BRONCE DE 3/8""NPT MACHO A FLARE 3/8""",CONECTOR BRONCE MACHO,Items_Images/MTTO-0987.Image.144027.png,CAT003,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0988,"TAPON GALVANIZADO HEMBRA 2""",TAPON GALVANIZADO USO GENAL,Items_Images/MTTO-0988.Image.135349.png,CAT003,,,,LOC0061,7,1,FALSE,PIEZAS
MTTO-0989,"ABRAZADERA DE PERNOS PARA TUBOS (COMPLES MORRIS) 3""",ABRAZADERAS PARA LOS TUBOS INOXIDABLES DE LAS TURBINAS DE ALIMENTACION.,Items_Images/MTTO-0989.Image.150028.png,CAT003,a5eff119,"$1,558.08",,7066317f,0,1,FALSE,PIEZAS
MTTO-0990,"CONECTOR DE BRONCE DE 1/2""NPT HEMBRA A FLARE 1/2""",CINECTOR BRONCE HEMBRA,Items_Images/MTTO-0990.Image.143931.png,CAT003,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0991,"CONECTOR DE 1/2"" NPT MACHO A FLARE 1/4""",CONECTOR USO GENERAL,Items_Images/MTTO-0991.Image.195201.png,CAT002,,,,LOC0094,9,1,FALSE,PIEZAS
MTTO-0992,"CONECTOR CODO 1/2""NPT MACHO X 5/16""FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-0992.Image.140326.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0993,"CONECTOR CODO 3/4"" NPT HEMBRA X 5/16"" FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-0993.Image.140624.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0994,"PURGA AUTOMATICA COMPRESOR, FLOTACION MECANICA 15-232PSI, 1/2"" NPT",DRENAJE DE CONDENSADO DE FLOTACION MECANICA SIN PERDIDA,Items_Images/MTTO-0994.Image.153249.png,CAT003,a5eff119,,,7066317f,0,1,FALSE,PIEZAS
MTTO-0995,"CONECTOR CODO 3/8 NPT MACHO X 1/2"" FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-0995.Image.140831.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0996,"CONECTOR CODO 1/2"" NPT MACHO X 1/4"" FLARE",CONECTOR CODO NPT / FLARE,Items_Images/MTTO-0996.Image.165600.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0997,"CONECTOR CODO 3/16"" NPT MACHO X 3/16"" FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-0997.Image.141412.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0998,"CONECTOR CODO 1- 3/4"" NPT MACHO X 1-1/4"" FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-0998.Image.140147.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-0999,00,,,,,,,,0,1,FALSE,PIEZAS
MTTO-1000,"CONECTOR CODO DE BRONCE 1/2"" NPT MACHO X 3/8"" FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-1000.Image.141555.png,CAT004,344207b0,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-1001,"CONECTOR CODO DE BRONCE 1/2"" NPT MACHO X 5/16"" FLARE",CONECTOR USO GENERAL,Items_Images/MTTO-1001.Image.192351.png,CAT004,344207b0,,,,0,1,FALSE,PIEZAS
MTTO-1002,MORDAZA 32MM,,,CAT002,,,,,0,1,FALSE,PIEZAS
MTTO-1003,CONECTOR RAPIDO CODO 90° ROSCA 1/4 A MANGUERA 6MM,CONECTOR NEUMATICO,Items_Images/MTTO-1003.Image.205755.png,CAT004,2c6c8db2,,,LOC0083,0,1,FALSE,PIEZAS
MTTO-1004,"PTR CUADRADO DE 2"" CAL.14 X 6MTS",USO GENERAL DE HERRERIA,Items_Images/MTTO-1004.Image.191043.png,e4249c50,3900dab9,,,7066317f,2,1,FALSE,PIEZAS
MTTO-1005,"LA2520 DUAL- FLEX 2-1/2"" X 7",MANGUERA FIJABLE DUAL-FLEX,Items_Images/MTTO-1005.Image.134840.png,CAT007,,,,LOC0084,0,1,FALSE,KITS
MTTO-1006,ACOPLAMIENTO ARAÑA GOMA LOVEJOY 090- 095,ACOPLAMIENTO DE GOMA,Items_Images/MTTO-1006.Image.183849.png,CAT004,,,,LOC0074,1,1,FALSE,PIEZAS
MTTO-1007,"ABRAZADERA TIPO UÑA 3/8""",ABRAZADERA PARA USO GENERAL,Items_Images/MTTO-1007.Image.143058.png,CAT006,PROV001,,,LOC0052,35,1,FALSE,PIEZAS
MTTO-1008,"ABRAZADERA TIPO UÑA 3/4""",ABRAZADERA PARA TUBO USO GENERAL,Items_Images/MTTO-1008.Image.143147.png,CAT006,PROV001,,,LOC0052,29,1,FALSE,PIEZAS
MTTO-1009,"ABRAZADERA TIPO UÑA 1/2""",ABRAZADERA PARA TUBO DE USO GENERAL,Items_Images/MTTO-1009.Image.164558.jpg,CAT003,PROV001,,,LOC0052,17,1,FALSE,PIEZAS
MTTO-1010,"ABRAZADERA TIPO UÑA 1/4""",ABRAZADERA PARA USO GENERAL,Items_Images/MTTO-1010.Image.143233.png,CAT006,PROV001,,,LOC0055,19,1,FALSE,PIEZAS
MTTO-1011,VACIO 03,,,,,,,,0,0,FALSE,PIEZAS
MTTO-1012,TORNILLO PERNO DE OJO DE ELEVACION,PERNO USO GENERAL,Items_Images/MTTO-1012.Image.203248.png,CAT010,fc5645e9,,,LOC0094,2,1,FALSE,PIEZAS
MTTO-1013,"RONDANA PLANA, M9 X 15MM GALVANIZADA",RONDANA USO GENARAL,Items_Images/MTTO-1013.Image.142203.png,CAT010,fc5645e9,,,LOC0062,46,2,FALSE,PIEZAS
MTTO-1014,"RONDANA PLANA, M65 X 63MM GALVANIZADO",RONDANA USO GENARAL,Items_Images/MTTO-1014.Image.200802.png,CAT010,fc5645e9,,,LOC0062,28,2,FALSE,PIEZAS
MTTO-1015,"RONDANA PLANA, M7 X 11MM GALVANIZADA",RONDANA USO GENARAL,Items_Images/MTTO-1015.Image.142106.png,CAT010,fc5645e9,,,LOC0062,7,2,FALSE,PIEZAS
MTTO-1016,"RONDANA PLANA, M10 X 20MM GALVANIZADA",RONDANA USO GENARAL,Items_Images/MTTO-1016.Image.142358.png,CAT010,fc5645e9,,,LOC0062,42,2,FALSE,PIEZAS
MTTO-1017,"ABRAZADERA CLAMP 1-1/2""",ABRAZADERA PARA LA TUBERIA DE LAS TURBINAS DE ALIMENTACION,Items_Images/MTTO-1017.Image.210735.jpg,CAT003,a5eff119,,,LOC0052,13,1,FALSE,PIEZAS
MTTO-1018,"NIPLE GALVANIZADO 1""X 3""",USOS EN SISTEMAS HIDRAULICOS,Items_Images/MTTO-1018.Image.205909.png,CAT007,PROV001,,,e3c7b211,0,1,FALSE,PIEZAS
MTTO-1019,"ACOPLAMIENTO ESTRELLA  3""",COMPONENTE MECÁNICO UTILIZADO PARA CONECTAR DOS EJES,Items_Images/MTTO-1019.Image.184234.png,CAT003,,,,LOC0074,2,1,FALSE,PIEZAS
MTTO-1020,TRANSCEPTOR PASIVO DE VIDEO DAHUA PFM800-4K,DISPOSITIVO QUE CONBINA UN TRASMISOR YUN RECEPTOR PARA ENVIAR SEÑALES,Items_Images/MTTO-1020.Image.145835.png,CAT006,,,,LOC0078,35,2,FALSE,KITS
MTTO-1021,"ESPIGA GALVANIZADA DE 1"" MACHO NPT A MANGUERA DE 1""",REFACCIONES DE USO GENERAL,Items_Images/MTTO-1021.Image.164907.jpg,CAT005,PROV001,,,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1022,ABRAZADERA SINFIN PARA MANGUERA 32-51,ABRAZADERA PARA MANGUERAS,Items_Images/MTTO-1022.Image.152139.png,CAT002,PROV001,,,LOC0094,2,1,FALSE,PIEZAS
MTTO-1023,"ABRAZADERA SINFIN PARA MANGUERA 1"" 25MM 08",ABRAZADERA PARA MAGUERA,Items_Images/MTTO-1023.Image.152326.png,CAT003,PROV001,,,LOC0094,0,1,FALSE,PIEZAS
MTTO-1024,"TERMINAL DE OJILLO PARA CABLE 3/16"" CAL 12-10 ALTA TEMPERATURA",OJILLO PARA CABLES EN GENERAL,Items_Images/MTTO-1024.Image.150520.png,CAT002,a5e797e4,,,LOC0094,0,1,FALSE,PIEZAS
MTTO-1025,RESORTE M11 X 70MM,REOSRTE PARA USO GENERAL,Items_Images/MTTO-1025.Image.151550.png,CAT003,,,,LOC0051,5,1,FALSE,PIEZAS
MTTO-1026,RESORTE M27 X 65MM,RESORTE DE USO GENERAL,Items_Images/MTTO-1026.Image.154055.png,CAT003,,,,LOC0051,4,1,FALSE,PIEZAS
MTTO-1027,RESORTE M23 X 24MM,RESORTE USO GENERAL,Items_Images/MTTO-1027.Image.164135.png,CAT003,,,,LOC0051,10,1,FALSE,PIEZAS
MTTO-1028,CONTRAPESO DE ACERO,PESO PARA PRUEBA DE CALIDAD,Items_Images/MTTO-1028.Image.183744.png,CAT003,,,,LOC0064,2,1,FALSE,PIEZAS
MTTO-1029,RESORTE M12 X 28MM,RESORTE DE USO GENERAL,Items_Images/MTTO-1029.Image.151838.png,CAT003,,,,LOC0051,9,1,FALSE,PIEZAS
MTTO-1030,RESORTE M40 X 63MM,RESORTE DE USO GENERAL,Items_Images/MTTO-1030.Image.152849.png,CAT003,,,,LOC0051,20,1,FALSE,PIEZAS
MTTO-1031,RESORTE M30 X 24MM,RESORTE DE USO GENERAL,Items_Images/MTTO-1031.Image.152414.png,CAT003,,,,LOC0051,30,1,FALSE,PIEZAS
MTTO-1032,RESORTE M25 X 60MM,RESORTE USO GENERAL,Items_Images/MTTO-1032.Image.153828.png,CAT003,,,,LOC0051,4,1,FALSE,PIEZAS
MTTO-1033,VALVULA CHICA PARA BOMBA DE VACIO,PIEZA PARA REFACCION,Items_Images/MTTO-1033.Image.182119.png,CAT003,,,,LOC0064,8,1,FALSE,PIEZAS
MTTO-1034,OPRESORES M18 X 24MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1035,OPRESORES M20 X 23MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1036,OPRESORES M16 X 17MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1037,OPRESORES M14 X 17MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1038,OPRESORES M7 X 20MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1039,OPRESORES M8 X 10MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1040,OPRESORES M10 X 25MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1041,OPRESORES M8 X 40MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1042,OPRESORES M13 X 26MM,PARA TOAPONES DE BOMBA DE VACIO,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1043,"COPLE ROSCABLE 3/8""",USO GENERAL COPLE,Items_Images/MTTO-1043.Image.194439.png,CAT003,,,,LOC0094,3,1,FALSE,PIEZAS
MTTO-1044,"COPLE ROSCABLE 1/4""",USO GENERAL COPLE,Items_Images/MTTO-1044.Image.215147.png,CAT003,,,,e3c7b211,0,1,FALSE,PIEZAS
MTTO-1045,ANILLO GUIA DE PISTON M54 X 15MM,EMPAQUE PARA PISTON DE CALANDRA,Items_Images/MTTO-1045.Image.211210.jpg,CAT008,d8419d6c,,,LOC0042,15,1,FALSE,PIEZAS
MTTO-1046,ANILLO GUIA DE PISTON M114 X 10MM,EMPAQUE PARA PISTON DE CAMBIAMALLAS,Items_Images/MTTO-1046.Image.200304.png,CAT008,d8419d6c,,,LOC0042,0,1,FALSE,PIEZAS
MTTO-1047,ANILLO GUIA DE PISTONM120 X 10MM,EMPAQUES PARA PISTON DE CALANDRA,Items_Images/MTTO-1047.Image.211237.jpg,CAT008,d8419d6c,,,LOC0042,7,1,FALSE,PIEZAS
MTTO-1048,SELLO DE VARILLA PARA PISTON HIDRAULICO 55-65-5KASTAS,SE USA EN LOS PISTONES DE LA CALANDRA,Items_Images/MTTO-1048.Image.211713.jpg,CAT008,d8419d6c,,,LOC0042,5,1,FALSE,PIEZAS
MTTO-1049,"SELLO DE VARILLA PARA PISTON HIDRAULICO 4 3/8"" X 4 7/8"" X 3/8"", 605-47605, HALLITE",SE USA EN LOS PISTONES DE LA CALANDRA,Items_Images/MTTO-1049.Image.212116.jpg,CAT008,d8419d6c,,,LOC0042,12,1,FALSE,PIEZAS
MTTO-1050,"SELLO DE VARILLA PARA PISTON HIDRAULICO 45-55-6""K2 1 KASTAS",SE USA EN LOS PISTONES DEL CAMBIAMALLAS,Items_Images/MTTO-1050.Image.211955.jpg,CAT008,d8419d6c,,,LOC0042,12,1,FALSE,PIEZAS
MTTO-1051,"ESCUADRA MAGNETICA PARA SOLDAR DE 5""",HERRAMIENTA DE TRABAJO,Items_Images/MTTO-1051.Image.153027.png,CAT001,PROV001,,,LOC0116,2,1,FALSE,PIEZAS
MTTO-1052,JUEGO DE LLAVES TORX PUNTA DE BOLA,HERRAMIENTA USO GENERAL,Items_Images/MTTO-1052.Image.173111.png,CAT001,PROV001,,,218b4280,1,1,FALSE,KITS
MTTO-1053,JUNTA TORICA M22 X 29MM,,,,,,,,0,1,FALSE,PIEZAS
MTTO-1054,VALVULA CHECK PARA BOMBA DE VACIO,"SE UTILIZA EN EL LA ENTRADA DE LA BOMBA DE VACIO, LA VALVULA CONICA",Items_Images/MTTO-1054.Image.155348.png,CAT005,,,,LOC0094,0,1,FALSE,PIEZAS
MTTO-1055,"TORNILLO ALLEN CILINDRICO M12 X 90MM, PASO 1.75",TORNILLERIA USO GENERAL,Items_Images/MTTO-1055.Image.185016.png,CAT010,fc5645e9,,,LOC0046,43,1,FALSE,PIEZAS
MTTO-1056,FLOTADOR PARA BOMBA DE VACIO CIRCULAR,SE UTILIZA EN BOMBA DE VACIO DE PALETAS ROTATIVAS,Items_Images/MTTO-1056.Image.202329.jpg,CAT003,ab7dd31c,,,LOC0042,21,1,FALSE,PIEZAS
MTTO-1057,TAPONES DE ALUMINIO PARA RESISTENCIA DE CAMBIAMALLAS,TAPONES PARA CAMBIAMALLAS,Items_Images/MTTO-1057.Image.001238.jpg,CAT004,,,,LOC0062,7,1,FALSE,PIEZAS
MTTO-1058,"ABRAZADERA SINFIN PARA MANGUERA 2 1/4"" A 3""",USO GENERAL,Items_Images/MTTO-1058.Image.151557.png,CAT002,PROV001,,,LOC0094,0,1,FALSE,PIEZAS
MTTO-1059,MARTILLO MAZO DE GOMA DE 16OZ,USO GENERAL REPARACIONES,Items_Images/MTTO-1059.Image.154629.png,CAT001,PROV001,,,LOC0117,2,1,FALSE,PIEZAS
MTTO-1060,PINZAS DE PUNTA,USO GENERAL EN REPARACIONES,Items_Images/MTTO-1060.Image.154446.png,CAT001,PROV001,,,7066317f,1,1,FALSE,PIEZAS
MTTO-1061,"VALVULA SOLENOIDE DE 2-1/2""",VALVULA SOLENOIDE,Items_Images/MTTO-1061.Image.152745.png,CAT004,,,,LOC0081,3,1,FALSE,PIEZAS
MTTO-1062,DESENGRASANTE KEY FOM 300 20LTS,USO GENERAL PARA LIMPIEZA,,CAT002,,,,26813a72,0,1,FALSE,PIEZAS
MTTO-1063,"VOLANTE METALICO, PARA SISTEMA DE RODILLOS, M25 X 140MM",VOLANTE GRANDE PARA POLEA,Items_Images/MTTO-1063.Image.162057.png,CAT003,,,,LOC0086,7,1,FALSE,PIEZAS
MTTO-1064,CESPOL PARA LAVABO CON TAPON ANTIOLORES,CESPO PARA LAVABO,Items_Images/MTTO-1064.Image.175756.jpg,CAT007,,,,LOC0025,3,1,FALSE,PIEZAS
MTTO-1065,CONTRA PARA LAVABO CON REJILLA PLASTICA,CONTRA PARA LAVABO,Items_Images/MTTO-1065.Image.175718.jpg,CAT007,,,,LOC0025,5,1,FALSE,PIEZAS
MTTO-1066,JUEGO CLASICO DE REPARACION PARA TANQUE DE SANITARIO,JUEGO CLASICO PARA SANITARIO,Items_Images/MTTO-1066.Image.144043.png,CAT007,,,,LOC0025,4,1,FALSE,KITS
MTTO-1067,TUBO LARGO FLEXIBLE SIN ROSCA,TUBO LARGOSIN ROSCA,Items_Images/MTTO-1067.Image.175608.jpg,CAT007,,,,LOC0025,3,1,FALSE,PIEZAS
MTTO-1068,VALVULAS PARA TINACO,VALVULA PARA TINACO,Items_Images/MTTO-1068.Image.154121.png,CAT007,,,,LOC0025,0,1,FALSE,PIEZAS
MTTO-1069,"MANGUERA PARA BANO DE 1/2""",MANGUERA PARA BAÑO,,,,,,,0,2,FALSE,PIEZAS
MTTO-1070,"MANGUERA PARA LAVABO TRAMADA DE METAL DE 1/2""",MANGUERA PARA LAVABO,,,,,,,0,1,FALSE,PIEZAS
MTTO-1071,"MANGUERA PARA LAVABO TRAMADA DE PLASTICO 1/2""",MANGUERA PARA LAVABO,Items_Images/MTTO-1071.Image.155950.png,CAT002,,,,7066317f,0,1,FALSE,PIEZAS
MTTO-1072,"MANGUERA PARA LA ALIMENTACION DE AGUA EN EL LAVABO DE 1/2""",MANGUERA PARA LAVABO,,,,,,,0,1,FALSE,PIEZAS
MTTO-1073,"SEGUROS OMEGA PARA EXTERIOR, DIAMETRO INTERNO 2/76""",SEGUROS PARA INTERIORES,Items_Images/MTTO-1073.Image.182141.png,CAT003,,,,LOC0051,25,1,FALSE,PIEZAS
MTTO-1074,"REFLECTOR LED CON ANGULO 100-240V, 2.0A, 180W",REFLECTOR LED CON ANGULO 100-240V,Items_Images/MTTO-1074.Image.163938.jpg,CAT006,,,,LOC0075,3,1,FALSE,PIEZAS
MTTO-1075,RETEN 5060-7 VITON,RETEN DE VITON,Items_Images/MTTO-1075.Image.190326.jpg,CAT008,32918d31,,,LOC0015,2,1,FALSE,PIEZAS
MTTO-1076,RETEN 2552-10 VITON,RETEN DE VITON,Items_Images/MTTO-1076.Image.190502.jpg,CAT008,32918d31,,,LOC0015,3,1,FALSE,PIEZAS
MTTO-1077,"FUSIBLE DE HUESO, (COPLE TRANSMISION MOTOR).",PERNO ACOPLAMIENTO DE HUESO PARA TRANSMISION MOTOR,Items_Images/MTTO-1077.Image.140342.jpg,CAT003,,,,LOC0038,23,1,FALSE,PIEZAS
MTTO-1078,"FUENTE EVANS AD-5.0A, 100-240V, 60HZ, SALIDA 24VDC 5A","FUENTE AD-5.0A, 100-240V,",Items_Images/MTTO-1078.Image.195954.png,CAT006,3a4110bf,,,LOC0006,2,1,FALSE,PIEZAS
MTTO-1079,TOPES DE HUESO PARA LABIO,TOPES DE HUESO,,,,,,,0,1,FALSE,PIEZAS
MTTO-1080,GUARDA DE NAVAJAS CIRCULARES (VIEJA),GUARDA PARA NAVAJAS,Items_Images/MTTO-1080.Image.163754.jpg,CAT003,,,,769ef04d,0,2,FALSE,PIEZAS
MTTO-1081,"MANIVELA DE ALUMINIO 155MM, CON PERILLA",MANIVELA DE ALUMINIO CON PERILLA,,,,,,,0,1,FALSE,PIEZAS
MTTO-1082,"MANIVELA DE ALUMINIO 122MM, CON PERILLA",MANIVELA DE ALUMINIO CON PERILLA,,,,,,,0,1,FALSE,PIEZAS
MTTO-1083,"MANIVELA DE ALUMINIO 97MM, CON PERILLA",MANIVELA DE ALUMINIO CON PERILLA,,,,,,,0,1,FALSE,PIEZAS
MTTO-1084,"CONECTOR MILITAR PARA SERVOMOTORES 90° 20-22 NUCLEO 31066, HEMBRA",SE USA PARA LA POTENCIA DEL SERVOMOTOR,Items_Images/MTTO-1084.Image.165703.png,CAT003,,,,LOC0070,2,1,FALSE,PIEZAS
MTTO-1085,"CLAVIJA DE POTENCIA PARA SERVOMOTORES, MS3102E20-29P MACHO",CLAVIJA PARA TRANSDUCTORES DE PRESION,Items_Images/MTTO-1085.Image.204128.png,CAT003,ab7dd31c,,,LOC0070,6,1,FALSE,PIEZAS
MTTO-1086,TAPON PARA TRANSDUCTORES,USO GENERAL,,CAT003,,,,,0,1,FALSE,PIEZAS
MTTO-1087,"RONDANA PLANA, M14 X MM22 GALVANIZADA",RONDANA USO GENARAL,Items_Images/MTTO-1087.Image.142645.png,CAT010,fc5645e9,,,LOC0062,50,2,FALSE,PIEZAS
MTTO-1088,ORING PARA BOMBA,,,,,,,,0,2,FALSE,PIEZAS
MTTO-1089,"CEPILLO CIRCULAR ACERO AL CARBON 3"" PARA TALADRO",HERRAMIENTA USO GENERAL,Items_Images/MTTO-1089.Image.163049.png,CAT001,PROV001,,,7066317f,0,1,FALSE,PIEZAS
MTTO-1090,ACOPLAMIENTO PARA SERVOMOTOR M28,COMPONENTE MECANICO UTILIZADOS PARA CONECTAR DOS EJES,Items_Images/MTTO-1090.Image.151913.png,CAT003,,,,LOC0038,1,1,FALSE,PIEZAS
MTTO-1091,ACOPLAMIENTO PARA SERVOMOTOR M35,COMPONENTE MECANICO UTILIZADOS PARA CONECTAR DOS EJES,Items_Images/MTTO-1091.Image.150339.jpg,CAT003,,,,LOC0038,1,1,FALSE,PIEZAS
MTTO-1092,ACOPLAMIENTO ASTRIADO (PARA BOMBA DE VACIO) 77MM,ACOPLE MOTOR-ROTORPARA BOMBA DE VACIO DE PALETAS ROTATIVAS,Items_Images/MTTO-1092.Image.153404.jpg,CAT003,,,,LOC0038,12,1,FALSE,PIEZAS
MTTO-1093,ACOPLAMIENTO ASTRIADO (PARA BOMBA DE VACIO) 68MM,ACOPLAMIENTO PARA MOTOR-ROTOR DE BOMBA DE VACIO DE PALETAS ROTATIVAS,Items_Images/MTTO-1093.Image.153955.jpg,CAT003,,,,LOC0038,5,1,FALSE,PIEZAS
MTTO-1094,PINZAS DE ELECTRICISTA,USO GENERAL REPARACIONES,Items_Images/MTTO-1094.Image.154301.png,CAT001,PROV001,,,LOC0117,5,1,FALSE,PIEZAS
MTTO-1095,CORDON VITON 3.5MM CIRCULAR,CORDON VITON USO GENERAL,Items_Images/MTTO-1095.Image.194656.png,CAT002,32918d31,,,b563a079,20,1,FALSE,METROS
MTTO-1096,O'RINGS VITON 1/2 X 1/8,ANILLOS DE GOMA,Items_Images/MTTO-1096.Image.182732.png,CAT008,,,,LOC0094,65,1,FALSE,PIEZAS
MTTO-1097,"BASE AUTOADERIBLE PARA CINCHOS 1"" X 1""",BASE AUTOADERIBLE PARA CINCHOS,Items_Images/MTTO-1097.Image.203938.png,CAT002,955f69ca,,,LOC0094,12,1,FALSE,PIEZAS
MTTO-1098,VALVULA REDUCTORA MRF-2P-K-3-50,VALVULA MRF-2P-K-3-50,Items_Images/MTTO-1098.Image.163540.png,CAT005,,,,LOC0082,1,2,FALSE,PIEZAS
MTTO-1099,"ELECTRODO E6011 1/8""",SOLADUDURA E6011,Items_Images/MTTO-1099.Image.185355.png,CAT002,PROV001,,,b99687bf,67,1,FALSE,PIEZAS
